text_id,entity_text,label
19,2022,DATE
20,2023,DATE
21,2023,DATE
22,1800,DATE
23,1960,DATE
24,2023,DATE
25,2100,DATE
25,2023,DATE
26,2023,DATE
28,2000,DATE
28,2024,DATE
29,2023,DATE
29,August,DATE
29,1970,DATE
29,2018,DATE
29,2022,DATE
30,1961,DATE
31,"October 25,",DATE
31,2023,DATE
32,2023,DATE
33,1990,DATE
33,2023,DATE
34,1970,DATE
35,2013,DATE
36,2024,DATE
36,2030,DATE
36,2023,DATE
37,2025,DATE
38,2023,DATE
38,2030,DATE
38,2021,DATE
39,2019,DATE
40,2020,DATE
41,1972,DATE
42,2024,DATE
43,2021,DATE
43,2030,DATE
44,2025,DATE
45,2023,DATE
45,2050,DATE
45,2025,DATE
46,2030,DATE
46,2024,DATE
47,2030,DATE
47,2005,DATE
47,2021,DATE
47,2070,DATE
49,2023,DATE
49,2022,DATE
50,2050,DATE
50,2021,DATE
50,2030,DATE
50,2022,DATE
51,2030,DATE
52,2019,DATE
52,2047,DATE
52,2100,DATE
53,2023,DATE
54,2024,DATE
54,September,DATE
54,2050,DATE
55,2023,DATE
55,2022,DATE
56,2023,DATE
56,2024,DATE
57,2024,DATE
57,1981,DATE
57,2010,DATE
58,2023,DATE
59,August,DATE
59,2022,DATE
60,2023,DATE
61,2030,DATE
61,2050,DATE
61,2000,DATE
61,2022,DATE
62,2020,DATE
62,2023,DATE
63,2023,DATE
64,2023,DATE
65,2030,DATE
66,2007,DATE
66,2024,DATE
66,2021,DATE
67,1972,DATE
68,2023,DATE
68,2027,DATE
71,2023,DATE
71,2100,DATE
71,2030,DATE
71,2035,DATE
71,2019,DATE
72,2024,DATE
73,2030,DATE
74,"September 21,",DATE
74,2023,DATE
74,1979,DATE
74,2066,DATE
75,2050,DATE
76,1970,DATE
76,1982,DATE
77,2023,DATE
77,2030,DATE
78,2017,DATE
79,2023,DATE
79,2030,DATE
79,2019,DATE
80,2024,DATE
82,2022,DATE
83,2022,DATE
83,2030,DATE
84,2023,DATE
85,2023,DATE
86,2023,DATE
86,1850,DATE
86,1900,DATE
87,2006,DATE
87,2010,DATE
88,2024,DATE
89,2024,DATE
91,2023,DATE
91,1993,DATE
92,2023,DATE
93,2023,DATE
94,1960,DATE
94,7000,DATE
95,2023,DATE
95,1970,DATE
97,2023,DATE
98,1961,DATE
99,2000,DATE
99,2024,DATE
100,2100,DATE
101,2023,DATE
102,2023,DATE
103,2024,DATE
103,2030,DATE
104,2021,DATE
104,2030,DATE
106,2023,DATE
106,2050,DATE
107,2030,DATE
107,2024,DATE
108,2017,DATE
113,2020,DATE
114,2023,DATE
114,2027,DATE
115,2050,DATE
116,2023,DATE
116,2024,DATE
117,2023,DATE
118,1990,DATE
119,2023,DATE
120,2023,DATE
122,2030,DATE
123,2023,DATE
123,2030,DATE
124,2023,DATE
124,2050,DATE
124,2030,DATE
124,2040,DATE
124,2008,DATE
126,2023,DATE
127,2023,DATE
127,2040,DATE
128,2030,DATE
129,1960,DATE
129,1900,DATE
129,2050,DATE
130,2019,DATE
130,2030,DATE
131,2006,DATE
131,1980,DATE
131,2100,DATE
132,2023,DATE
132,2030,DATE
133,1990,DATE
134,2025,DATE
134,2024,DATE
137,2020,DATE
137,2030,DATE
138,2012,DATE
138,2022,DATE
140,2030,DATE
142,2030,DATE
143,2023,DATE
143,2025,DATE
145,2050,DATE
146,2028,DATE
147,2023,DATE
147,1900,DATE
147,2100,DATE
148,2026,DATE
149,2010,DATE
149,2023,DATE
150,2050,DATE
151,2024,DATE
153,2018,DATE
156,2030,DATE
157,1970,DATE
158,2024,DATE
159,2025,DATE
160,2024,DATE
161,2022,DATE
161,2021,DATE
162,1920,DATE
164,2023,DATE
167,2024,DATE
168,2050,DATE
170,2100,DATE
173,2023,DATE
173,2010,DATE
175,2023,DATE
177,2030,DATE
177,2024,DATE
178,2014,DATE
178,2023,DATE
179,2063,DATE
179,2018,DATE
181,2023,DATE
182,2009,DATE
182,2040,DATE
183,2050,DATE
185,2030,DATE
187,2024,DATE
187,2030,DATE
190,2020,DATE
190,2030,DATE
190,2050,DATE
192,2024,DATE
193,2015,DATE
193,2023,DATE
194,2070,DATE
196,2026,DATE
199,2023,DATE
200,2023,DATE
200,2021,DATE
200,2022,DATE
200,2030,DATE
